# argv: /bin/ps -Ao pid,ppid,rss,%cpu,state,comm
# exit: 0
# at:   2026-08-24T12:51:22.075Z
#
  PID  PPID    RSS  %CPU STAT COMM
  805     1  25552   0.0 S    /System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
  806     1  26016   0.0 S    /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
  807     1  19856   0.0 S    /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
  808     1  30864   0.0 S    /usr/libexec/appleaccountd
  809     1   8560   0.0 S    /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
  810     1 215296   0.0 S    /System/Applications/Phone.app/Contents/MacOS/Phone
  811     1   3920   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  812     1  11312   0.0 Ss   /usr/sbin/filecoordinationd
  813     1 375616   0.1 S    /Applications/Claude.app/Contents/MacOS/Claude
  814     1  28176   0.0 Ss   /usr/libexec/aned
  815     1   6784   0.0 S    /System/Library/Frameworks/FamilyControls.framework/Versions/A/FamilyControlsAgent
  816     1  19376   0.0 S    /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  817     1 811648   0.2 S    /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
  818     1  15408   0.0 Ss   /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  819     1   8144   0.0 S    /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
  820     1 194272   0.0 S    /System/Applications/TextEdit.app/Contents/MacOS/TextEdit
  821     1  15344   0.0 S    /System/Library/PrivateFrameworks/TextToSpeechVoiceBankingSupport.framework/Support/voicebankingd
  822     1   9792   0.0 S    /System/Library/PrivateFrameworks/NewDeviceOutreach.framework/ndoagent
  823     1  13872   0.0 S    /System/Library/PrivateFrameworks/HomeKitEvents.framework/Support/homeeventsd
  824     1  24464   0.0 S    /System/Library/Frameworks/FinanceKit.framework/financed
  825     1  64336   0.0 S    /System/Applications/QuickTime Player.app/Contents/MacOS/QuickTime Player
  826     1  66416   0.0 Ss   /usr/sbin/spindump
  828     1  13776   0.0 Ss   /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  830     1  18960   0.0 S    /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
  831     1  11280   0.0 S    /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
  832     1   5088   0.0 S    /usr/libexec/spindump_agent
  833     1  25744   0.0 S    /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
  834     1  31856   0.0 S    /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
  835     1  24320   0.0 S    /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
  836     1  12192   0.0 Ss   /usr/libexec/captiveagent
  837     1 102176   0.0 S    /System/Applications/Calendar.app/Contents/MacOS/Calendar
  838     1  31456   0.0 Ss   /usr/libexec/modelmanagerd
  839     1   5840   0.0 S    /usr/sbin/distnoted
  841     1  10496   0.0 Ss   /System/Library/PrivateFrameworks/CoreADI.framework/adid
  842     1  27744   1.3 S    /usr/libexec/spotlightknowledged.updater
  843     1  57712   0.0 S    /System/Applications/Preview.app/Contents/MacOS/Preview
  844     1  14688   0.0 Ss   /usr/libexec/rtcreportingd
  845     1  44112   0.0 S    /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
  846     1  31328   0.0 S    /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  847     1  28672   0.0 S    /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  848     1 170064   0.1 S    /System/Applications/Photos.app/Contents/MacOS/Photos
  849     1  15568   0.0 S    /System/Library/PrivateFrameworks/JetCore.framework/Support/jetpackassetd
  850     1  16992   0.0 Ss   /System/Library/PrivateFrameworks/TrialServer.framework/Versions/A/XPCServices/TrialArchivingService.xpc/Contents/MacOS/TrialArchivingService
  851     1  74912   0.0 S    /System/Applications/iPhone Mirroring.app/Contents/MacOS/iPhone Mirroring
  852     1  40032   0.0 Ss   /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  853     1 170096   0.0 S    /System/Applications/Mail.app/Contents/MacOS/Mail
  854     1  18864   0.0 S    /System/Library/CoreServices/ScopedBookmarkAgent
  855     1 204384   0.0 S    /System/Applications/Messages.app/Contents/MacOS/Messages
  856     1 125008   0.0 S    /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
  857     1 152496   0.0 S    /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/MacOS/Safari
  858     1   3872   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  859     1 104320   0.0 S    /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
  860     1  14208   0.0 Ss   /usr/libexec/nfcd
  861     1 101584   0.0 S    /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
  862     1  48096   0.0 S    /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
  863     1  11904   0.0 S    /usr/libexec/gamecontrolleragentd
  864     1 261680   0.4 S    /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
  865     1   3904   0.0 S    /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad
  866     1  49984   0.0 S    /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
  869     1  21440   0.0 Ss   /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
  870     1  65424   0.0 S    /System/Library/CoreServices/AccessibilityUIServer.app/Contents/MacOS/AccessibilityUIServer
  871     1  28880   0.0 S    /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  872     1   4848   0.0 Ss   /usr/libexec/ioupsd
  873     1  41872   0.0 S    /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
  874     1  22432   0.0 Ss   /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  875     1  16544   0.0 S    /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
  876     1   3648   0.0 S    /System/Library/Frameworks/DiskArbitration.framework/Versions/A/Support/DiskArbitrationAgent
  877     1  32528   0.0 S    /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
  879     1   5680   0.0 Ss   automountd
  880     1  14928   0.2 Ss   /usr/libexec/gamepolicyd
  881     1  16944   0.0 S    /usr/libexec/intelligentroutingd
  882     1  33824   0.0 S    /System/Library/CoreServices/audioaccessoryd
  883     1  11248   0.0 S    /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent
  884     1  31984   0.0 S    /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem
  885     1   4864   0.0 Ss   /usr/libexec/wallpaperexportd
  886     1  10736   0.0 Ss   /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  887     1  52512   0.0 Ss   /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/PlugIns/ACCFinderSync.appex/Contents/MacOS/ACCFinderSync
  889     1  16576   0.0 Ss   /usr/sbin/systemsoundserverd
  890     1  14464   0.0 S    /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
  891     1  49376   0.0 S    /usr/libexec/replayd
  892     1 100864   0.0 Ss   /System/Library/ExtensionKit/Extensions/WallpaperAerialsExtension.appex/Contents/MacOS/WallpaperAerialsExtension
  894     1   6832   0.0 Ss   /System/Library/PrivateFrameworks/NearFieldPrivateServices.framework/Versions/A/XPCServices/NFStorageServer.xpc/Contents/MacOS/NFStorageServer
  895     1  13936   0.0 S    /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  896     1   4160   0.0 Ss   /System/Library/PrivateFrameworks/login.framework/Versions/A/XPCServices/LoginUserService.xpc/Contents/MacOS/LoginUserService
  897     1  13584   0.0 Ss   /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
  898     1  74784   0.0 Ss   /Applications/Google Drive.app/Contents/Applications/FinderHelper.app/Contents/PlugIns/FinderSyncExtension.appex/Contents/MacOS/FinderSyncExtension
  900     1  31520   0.0 Ss   /Library/Application Support/Adobe/Adobe OS Extension/Creative Cloud.app/Contents/PlugIns/Adobe Context Menu Extension.appex/Contents/MacOS/Adobe Context Menu Extension
  902     1   5808   0.0 S    /usr/sbin/distnoted
  903     1  20352   0.0 S    /System/Library/PrivateFrameworks/CommunicationTrust.framework/Support/communicationtrustd
  905     1   4208   0.0 Ss   /usr/libexec/rosetta/oahd
  906     1  33296   0.0 S    /System/Library/Frameworks/Translation.framework/translationd
  907     1  15184   0.0 Ss   /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  910     1  12720   0.0 Ss   /System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/Contents/MacOS/intents_helper
  912     1  16512   0.0 Ss   /System/Library/PrivateFrameworks/EcosystemAnalytics.framework/Support/ecosystemanalyticsd
  913     1  15104   0.0 Ss   /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider
  916     1  24864   0.0 Ss   /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  917     1  13008   0.0 S    /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
  918     1  38240   0.0 S    /usr/libexec/networkserviceproxy
  919     1 105456   0.0 S    /usr/libexec/duetexpertd
  920     1  60944   0.0 S    /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
  922     1  11120   0.0 S    /System/Library/CoreServices/pbs
  923     1   8992   0.0 Ss   /System/Library/PrivateFrameworks/CSExattrCrypto.framework/Versions/A/XPCServices/CSExattrCryptoService.xpc/Contents/MacOS/CSExattrCryptoService
  924     1  64048   0.0 S    /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
  925     1   5280   0.0 S    /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  926     1   7808   0.0 Ss   /usr/libexec/tracd
  927     1   4096   0.0 Ss   /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
  928     1  20992   0.0 S    /usr/libexec/avconferenced
  929     1  14336   0.0 S    /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
  930     1  15744   0.0 Ss   /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  931     1  54704   0.0 S    /usr/libexec/searchpartyuseragent
  932     1  36864   0.0 Ss   /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
  933     1  72992   0.0 Ss   /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
  934     1  31984   0.0 Ss   /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.external.extra.arm64.xpc/Contents/MacOS/com.apple.dock.external.extra.arm64
  935     1  69616   0.0 Ss   /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
  936     1  51808   0.0 Ss   /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget
  937     1  17584   0.0 Ss   /usr/libexec/assetsubscriptiond
  938     1  31328   0.0 Ss   /Applications/Google Drive.app/Contents/PlugIns/DFSFileProviderExtension.appex/Contents/MacOS/DFSFileProviderExtension
  939     1  16416   0.0 S    /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
  940     1  46416   0.0 S    /System/Library/CoreServices/ReportCrash
  941     1   3360   0.0 Ss   /usr/libexec/tailspind
  942     1   5520   0.0 Ss   /Library/Apple/System/Library/PrivateFrameworks/DeviceInterface.framework/Support/deviceinterfaced
  943     1   4704   0.0 Ss   /System/Library/PrivateFrameworks/WiFiPolicy.framework/XPCServices/WiFiCloudAssetsXPCService.xpc/Contents/MacOS/WiFiCloudAssetsXPCService
  944     1 219248   0.0 S    /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  946     1  16032   0.0 Ss   /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
  947     1  11424   0.0 S    /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
  948     1   8944   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AudioConverterHardenedService.xpc/Contents/MacOS/AudioConverterHardenedService
  949     1   8624   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AudioConverterService.xpc/Contents/MacOS/AudioConverterService
  950     1  36128   0.0 S    /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
  951     1  26064   0.0 Ss   /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension
  955     1  19600   0.0 S    /System/Library/CoreServices/appplaceholdersyncd
  956     1   8640   0.0 Ss   /System/Library/PrivateFrameworks/AmbientDisplay.framework/Versions/A/XPCServices/com.apple.AmbientDisplayAgent.xpc/Contents/MacOS/com.apple.AmbientDisplayAgent
  957   783   6352   0.0 S    /Users/acehack/Library/Application Support/iTerm2/iTermServer-3.6.11
  958     1  13696   0.0 S    /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsagent
  960     1   3968   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  962     1  15952   0.0 S    /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.76/Helpers/browser_crashpad_handler
  963     1  11504   0.1 Ss   /Applications/iTerm.app/Contents/XPCServices/pidinfo.xpc/Contents/MacOS/pidinfo
  964     1   3440   0.0 Ss   /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
  966     1  20768   0.0 S    /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
  968     1   9744   0.0 S    /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.76/Helpers/browser_crashpad_handler
  971     1  38144   0.0 Ss   /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
  972     1  13216   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  973     1  13424   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  974     1  13152   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  975     1  17008   0.0 S    /usr/libexec/milod
  977     1  24304   0.0 S    /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
  981     1  14448   0.0 S    /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
  986     1  21136   0.0 S    /System/Library/PrivateFrameworks/IntelligenceFlowContextRuntime.framework/Versions/A/intelligencecontextd
  987     1  12032   0.0 Ss   /usr/libexec/AssetCache/AssetCache
  989     1  11024   0.0 S    /usr/libexec/inputanalyticsd
  990     1  11280   0.0 S    /System/Library/PrivateFrameworks/CoreThreadCommissionerService.framework/CoreThreadCommissionerServiced
  995     1   4544   0.0 S    /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
  996     1   3808   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  997     1  14176   0.0 Ss   /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
  998     1  28912   0.0 Ss   /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
 1001     1   8000   0.0 Ss   /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
 1005     1  17872   0.0 S    /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
 1006     1  17824   0.0 S    /usr/libexec/bluetoothuserd
 1007     1   4064   0.0 Ss   /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
 1008     1  15456   0.0 Ss   /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
 1011     1  25296   0.0 S    /System/Library/Frameworks/StoreKit.framework/Support/storekitagent
 1013     1  11440   0.0 S    /Applications/Antigravity IDE.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler
 1014   793  99280   0.0 S    /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (GPU).app/Contents/MacOS/Antigravity IDE Helper (GPU)
 1015   793  69424   0.0 S    /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper
 1016     1  11712   0.0 S    /usr/libexec/swtransparencyd
 1017     1   4704   0.0 Ss   /System/Library/PrivateFrameworks/DiskImages.framework/Resources/hdiejectd
 1021     1  22096   0.0 S    /usr/libexec/fskit_agent
 1022     1  22112   0.0 S    /System/Cryptexes/App/usr/libexec/com.apple.Safari.History
 1023     1   9504   0.0 Ss   /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
 1024     1  18880   0.0 S    /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
 1026     1  12160   0.0 Ss   /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
 1056     1 117936   0.0 Ss   /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
 1059     1   3408   0.0 S    /System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher
 1066     1  14176   0.0 Ss   /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
 1067     1  22432   0.0 Ss   /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
 1068     1  21152   0.0 Ss   /System/Library/PrivateFrameworks/DiskImages.framework/Resources/diskimages-helper
 1069     1  12096   0.0 S    /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
 1091     1   4800   0.0 S    /System/Library/PrivateFrameworks/ToneLibrary.framework/Versions/A/XPCServices/com.apple.tonelibraryd.xpc/Contents/MacOS/com.apple.tonelibraryd
 1103     1   3872   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 1110     1   3808   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 1112     1  15168   0.0 S    /System/Library/PrivateFrameworks/CloudPhotoServices.framework/Versions/A/XPCServices/com.apple.CloudPhotosConfiguration.xpc/Contents/MacOS/com.apple.CloudPhotosConfiguration
 1121     1  19808   0.0 S    /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
 1126     1  47168   0.0 S    /System/Library/PrivateFrameworks/FaceTimeMessageStore.framework/facetimemessagestored
 1128     1  52032   0.0 S    /Applications/Parallels Desktop.app/Contents/MacOS/Parallels Service.app/Contents/MacOS/prl_disp_service
 1130     1   2224   0.0 S    /bin/bash
 1136     1   3760   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 1154     1  13280   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1155  1130  19760   0.0 S    /Applications/Parallels Desktop.app/Contents/MacOS/prl_naptd
 1166     1  28992   0.0 S    /System/Library/Frameworks/Contacts.framework/Support/postersyncd
 1169     1   5824   0.0 S    /usr/sbin/distnoted
 1170     1  13200   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1172     1  12448   0.0 S    /System/Library/Image Capture/Support/icdd
 1174     1   5888   0.0 Ss   /System/Library/Frameworks/ImageCaptureCore.framework/Versions/A/XPCServices/mscamerad-xpc.xpc/Contents/MacOS/mscamerad-xpc
 1175     1   6448   0.0 Ss   /usr/libexec/InternetSharing
 1176     1   8320   0.0 S    /usr/libexec/ptpcamerad
 1179     1  33376   0.0 S    /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
 1188     1  19360   0.0 S    /System/Library/PrivateFrameworks/WebPrivacy.framework/webprivacyd
 1189     1  13376   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1191     1  10944   0.0 S    /Applications/Claude.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler
 1192     1  13744   0.0 S    /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
 1195     1   9504   0.0 S    /usr/libexec/MTLAssetUpgraderD
 1196     1  36320   0.0 Ss   /System/iOSSupport/System/Library/ExtensionKit/Extensions/SiriAUSP.appex/Contents/MacOS/SiriAUSP
 1197     1  41056   0.0 S    /usr/libexec/swcd
 1198     1  11648   0.0 S    /System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent
 1199     1  13152   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1200     1  37904   0.0 Ss   /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP
 1201     1  17376   0.0 S    /System/Library/Frameworks/ClassKit.framework/Versions/A/progressd
 1202     1  14928   0.0 Ss   /System/iOSSupport/System/Library/ExtensionKit/Extensions/MauiAUSP.appex/Contents/MacOS/MauiAUSP
 1203     1  40064   0.0 S    /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
 1204     1  27040   0.0 Ss   /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/WardaSynthesizer.appex/Contents/MacOS/WardaSynthesizer
 1205     1  38736   0.0 Ss   /System/iOSSupport/System/Library/ExtensionKit/Extensions/KonaSynthesizer.appex/Contents/MacOS/KonaSynthesizer
 1209     1  11728   0.0 S    /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
 1212     1  32304   0.0 SN   /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport
 1213   813 129008  29.2 S    /Applications/Claude.app/Contents/Frameworks/Claude Helper.app/Contents/MacOS/Claude Helper
 1216     1  32752   0.0 S    /usr/libexec/icloudmailagent
 1217   813  88080   0.0 S    /Applications/Claude.app/Contents/Frameworks/Claude Helper.app/Contents/MacOS/Claude Helper
 1223     1  47248   0.0 S    /System/Library/PrivateFrameworks/DataAccess.framework/Support/dataaccessd
 1229     1   3456   0.0 Ss   /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
 1238     1  19904   0.0 S    /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistorySyncHelper
 1240     1  11680   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/chrome_crashpad_handler
 1246     1  13168   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1247     1  13296   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1248     1  13328   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1250     1  13216   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1252     1  13216   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1258     1   8208   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AUCrashHandlerService.xpc/Contents/MacOS/AUCrashHandlerService
 1259     1  19168   0.0 S    /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/ModelCatalogAgent
 1263     1   6272   0.0 Ss   /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
 1264     1   3808   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 1268   817 212768   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
