# argv: /bin/ps -Ao pid,ppid,rss,%cpu,state,comm
# exit: 0
# at:   2026-08-24T12:51:22.075Z
#
  PID  PPID    RSS  %CPU STAT COMM
 1269   817 160704   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
 1270     1   9104   0.0 Ss   /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/StandaloneHIDAudService.xpc/Contents/MacOS/StandaloneHIDAudService
 1271     1  40176   0.0 S    /System/Library/PrivateFrameworks/PassKitCore.framework/passd
 1273     1  12496   0.0 S    /usr/libexec/findmydevice-user-agent
 1274     1  41344   0.0 S    /System/Library/PrivateFrameworks/HearingCore.framework/heard
 1276   817 122208   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
 1284   817  85312   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper (Alerts).app/Contents/MacOS/Google Chrome Helper (Alerts)
 1288     1  21408   0.0 S    /usr/libexec/textunderstandingd
 1299     1  17280   0.0 S    /System/Cryptexes/App/usr/libexec/SafariNotificationAgent
 1312     1  12368   0.0 S    /System/Cryptexes/App/usr/libexec/SafariLaunchAgent
 1313   817 256352   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1314   817 258816   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1315   817 159488   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1318   817 153296   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1319   817 240224   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1320   817 155824   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1327     1  16976   0.0 S    cloudphotod
 1335   817 146928   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1343   817 147984   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1346     1  21136   0.0 S    /Applications/Kiro.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler
 1350   817   7168   0.0 S    /Applications/Claude.app/Contents/Helpers/chrome-native-host
 1362   758 109760   2.9 S    /Applications/Kiro.app/Contents/Frameworks/Kiro Helper (GPU).app/Contents/MacOS/Kiro Helper (GPU)
 1363   758  53584   0.0 S    /Applications/Kiro.app/Contents/Frameworks/Kiro Helper.app/Contents/MacOS/Kiro Helper
 1404   758 413904   0.0 S    /Applications/Kiro.app/Contents/Frameworks/Kiro Helper (Renderer).app/Contents/MacOS/Kiro Helper (Renderer)
 1426   817  22784   0.0 S    /Applications/ExpressVPN.app/Contents/MacOS/expressvpn-browser-helper
 1437   793 536624   0.0 S    /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (Renderer).app/Contents/MacOS/Antigravity IDE Helper (Renderer)
 1456   817 385520   0.0 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.170/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1505   813 112512   0.0 S    /Applications/Claude.app/Contents/Frameworks/Claude Helper (Renderer).app/Contents/MacOS/Claude Helper (Renderer)
 1518   813 553024  11.2 S    /Applications/Claude.app/Contents/Frameworks/Claude Helper (Renderer).app/Contents/MacOS/Claude Helper (Renderer)
 1532     1 238224   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 1549   787 162416   0.0 S    /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.76/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
 1567     1   3792   0.0 Ss   /System/Library/Frameworks/PCSC.framework/Versions/A/XPCServices/com.apple.ctkpcscd.xpc/Contents/MacOS/com.apple.ctkpcscd
 1568   787 137680   0.0 S    /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.76/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
 1581     1   7312   0.0 S    /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
 1582     1  13136   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1584     1   3840   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 1585     1   3712   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 1587   758 150656   0.0 S    /Applications/Kiro.app/Contents/Frameworks/Kiro Helper.app/Contents/MacOS/Kiro Helper
 1588   758 107872   0.0 S    /Applications/Kiro.app/Contents/Frameworks/Kiro Helper.app/Contents/MacOS/Kiro Helper
 1590   793  51296   0.0 S    /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper
 1591   793  56608   0.0 S    /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (Plugin).app/Contents/MacOS/Antigravity IDE Helper (Plugin)
 1595   793 189680   0.0 S    /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper
 1596   793 104288   0.0 S    /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper
 1599     1  15232   0.0 Ss   /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
 1602     1  30912   0.0 S    /System/Cryptexes/App/usr/libexec/SafariBookmarksSyncAgent
 1606     1  45824   0.0 S    /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
 1608     1  30864   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 1610     1  18176   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1615     1  12096   0.0 Ss   /usr/libexec/audioanalyticsd
 1617   787 111552   0.0 S    /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.76/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
 1619     1  69216   0.0 S    /Users/acehack/Parallels/Windows 11.pvm/Windows 11.app/Contents/MacOS/WinAppHelper
 1621     1  19824   0.0 S    /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/managedcorespotlightd
 1624     1 115232   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.EnhancedSecurity.xpc/Contents/MacOS/com.apple.WebKit.WebContent.EnhancedSecurity
 1625     1  20576   0.0 Ss   /System/Library/PrivateFrameworks/StocksKit.framework/XPCServices/StocksKitService.xpc/Contents/MacOS/StocksKitService
 1627     1  13360   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1644     1   5904   0.0 Ss   /System/Library/Frameworks/ImageCaptureCore.framework/Versions/A/XPCServices/mscamerad-xpc.xpc/Contents/MacOS/mscamerad-xpc
 1648   813  90480   0.0 S    /Applications/Claude.app/Contents/Frameworks/Claude Helper.app/Contents/MacOS/Claude Helper
 1650   813 129936   0.0 S    /Applications/Claude.app/Contents/Frameworks/Claude Helper.app/Contents/MacOS/Claude Helper
 1653     1  63232   0.0 S    /Users/acehack/Parallels/Windows 11.pvm/Windows 11.app/Contents/MacOS/WinAppHelper
 1656     1  22256   0.0 S    /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/reversetemplated
 1657     1  22592   0.0 S    /System/Library/PrivateFrameworks/IMTransferServices.framework/IMTransferAgent.app/Contents/MacOS/IMTransferAgent
 1659   813  39552   0.0 S    /Applications/Claude.app/Contents/Frameworks/Claude Helper.app/Contents/MacOS/Claude Helper
 1660   813  56400   0.0 S    /Applications/Claude.app/Contents/Frameworks/Claude Helper.app/Contents/MacOS/Claude Helper
 1663     1  11120   0.0 S    /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
 1664     1   7888   0.0 Ss   /System/Library/PrivateFrameworks/UARPAssetManager.framework/XPCServices/UARPAssetManagerServiceMobileAsset.xpc/Contents/MacOS/UARPAssetManagerServiceMobileAsset
 1665     1  38544   0.0 Ss   /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
 1690     1  19888   0.0 S    /System/Library/PrivateFrameworks/WeatherDaemon.framework/weatherd
 1691     1  20576   0.0 S    /usr/libexec/adprivacyd
 1707     1  13152   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1726     1  43776   0.0 S    /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
 1727     1   9328   0.0 S    /usr/libexec/naturallanguaged
 1749     1  13120   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1764     1  12624   0.0 S    /usr/libexec/keyboardservicesd
 1775     1  13072   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1830     1  12144   0.0 S    /System/Library/PrivateFrameworks/LockdownMode.framework/Versions/A/XPCServices/lockdownmoded
 1854     1   6720   0.0 Ss   /System/Library/PrivateFrameworks/SafariFoundation.framework/Versions/A/XPCServices/CredentialProviderExtensionHelper.xpc/Contents/MacOS/CredentialProviderExtensionHelper
 1859     1  20032   0.0 Ss   /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
 1899     1  24528   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1946     1  15456   0.0 S    /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
 1957     1  26288   0.0 Ss   /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/XPCServices/com.apple.Safari.SandboxBroker.xpc/Contents/MacOS/com.apple.Safari.SandboxBroker
 1982     1   9760   0.0 S    /usr/libexec/keychainsharingmessagingd
 2012   793 506704   0.1 S    /Applications/Antigravity IDE.app/Contents/Resources/app/extensions/antigravity/bin/language_server_macos_arm
 2013   758 124592   0.0 S    /Applications/Kiro.app/Contents/Frameworks/Kiro Helper (Plugin).app/Contents/MacOS/Kiro Helper (Plugin)
 2014   793 236176   0.1 S    /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (Plugin).app/Contents/MacOS/Antigravity IDE Helper (Plugin)
 2015   758 902544   0.0 S    /Applications/Kiro.app/Contents/Frameworks/Kiro Helper (Plugin).app/Contents/MacOS/Kiro Helper (Plugin)
 2030   758 112272   0.1 S    /Applications/Kiro.app/Contents/Frameworks/Kiro Helper.app/Contents/MacOS/Kiro Helper
 2064  2012  92576   0.0 S    npm exec chrome-devtools-mcp@latest --autoConnect --no-usage-statistics --no-performance-crux
 2114     1   4848   0.0 Ss   /usr/libexec/dhcp6d
 2145     1  17568   0.0 Ss   /System/Library/PrivateFrameworks/Ecosystem.framework/Support/ecosystemd
 2159     1  20944   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 2171   793 122416   0.0 S    /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper
 2219  2014 200784   0.0 S    /Applications/Antigravity IDE.app/Contents/Resources/app/extensions/antigravity/bin/language_server_macos_arm
 2243  2219  92528   0.0 S    npm exec chrome-devtools-mcp@latest --autoConnect --no-usage-statistics --no-performance-crux
 2259     1 116480   0.0 S    /Applications/Safari Technology Preview.app/Contents/MacOS/SafariSyncService
 2262   758 465936  18.6 S    /Applications/Kiro.app/Contents/Frameworks/Kiro Helper (Renderer).app/Contents/MacOS/Kiro Helper (Renderer)
 2268     1  18192   0.0 S    /System/Cryptexes/App/usr/libexec/webinspectord
 2269     1  29520   0.0 S    /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/com.apple.CoreSimulator.CoreSimulatorService.xpc/Contents/MacOS/com.apple.CoreSimulator.CoreSimulatorService
 2272     1  18736   0.0 S    /Library/Apple/System/Library/PrivateFrameworks/RemotePairing.framework/Versions/A/XPCServices/remotepairingd.xpc/Contents/MacOS/remotepairingd
 2273     1  35456   0.0 S    /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
 2274     1  50432   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 2304     1   5536   0.0 Ss   /Library/Apple/System/Library/PrivateFrameworks/RemotePairing.framework/Versions/A/Resources/bin/RemotePairingDataVaultHelper
 2379  2064 164480   0.0 S    chrome-devtools-mcp
 2399  2243 165360   0.0 S    chrome-devtools-mcp
 2413     1  21904   0.0 S    /usr/libexec/promotedcontentd
 2418     1  55760   0.0 S    /usr/libexec/GamePolicyAgent
 2439     1   3808   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 2444     1   8652   0.0 Ss   /Applications/LastPass.app/Contents/PlugIns/safariext.appex/Contents/MacOS/safariext
 2449     1  13232   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 2456     1  17456   0.0 Ss   /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Resources/bin/simdiskimaged
 2474     1   8704   0.0 Ss   /System/Library/PrivateFrameworks/DiskImages2.framework/Versions/A/XPCServices/diskimagescontroller.xpc/Contents/MacOS/diskimagescontroller
 2482     1  33024   0.0 Ss   /usr/libexec/diskimagesiod
 2504     1  10880   0.0 S    /Applications/Cursor.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler
 2505     1  37520   0.0 Ss   /usr/libexec/diskimagesiod
 2511   773 111648   0.0 S    /Applications/Cursor.app/Contents/Frameworks/Cursor Helper.app/Contents/MacOS/Cursor Helper
 2513   773  61104   0.0 S    /Applications/Cursor.app/Contents/Frameworks/Cursor Helper.app/Contents/MacOS/Cursor Helper
 2533     1  38096   0.0 Ss   /usr/libexec/diskimagesiod
 2545     1  89840   0.0 S    /Applications/Microsoft Defender.app/Contents/MacOS/Microsoft Defender Helper.app/Contents/MacOS/Microsoft Defender Helper
 2548     1  88144   0.0 S    /opt/homebrew/opt/tor/bin/tor
 2550     1  36800   0.0 S    2BUA8C4S2C.com.1password.browser-helper
 2557     1  30320   0.0 S    /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri
 2561     1 106160   0.0 S    com.apple.Passwords.MenuBarExtra
 2563     1  35840   0.0 S    /opt/homebrew/opt/ollama/bin/ollama
 2566     1  34656   0.0 S    /Library/Application Support/Paragon Software/com.paragon-software.extfs.notification-agent.app/Contents/MacOS/NotificationAgent
 2567     1  15328   0.0 S    /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
 2570     1  38288   0.0 S    /Users/acehack/Library/Application Support/com.grammarly.ProjectLlama/Grammarly Desktop Update Service.app/Contents/MacOS/Grammarly Desktop Update Service
 2573     1  34736   0.0 S    /Library/Application Support/Paragon Software/com.paragon-software.ntfs.notification-agent.app/Contents/MacOS/NotificationAgent
 2574     1  21952   0.0 S    /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent
 2579     1 184432   0.0 S    /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/Creative Cloud
 2582     1  13552   0.0 S    /System/Library/CoreServices/diagnostics_agent
 2583     1 125872   0.0 S    /Applications/Grass.app/Contents/MacOS/grass
 2584     1  58000   0.0 S    /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
 2585     1  36992   0.0 S    /usr/libexec/remindd
 2586     1  40032   0.0 S    /Applications/Grammarly Desktop.app/Contents/Library/LaunchAgents/Grammarly Desktop Helper.app/Contents/MacOS/Grammarly Desktop Helper
 2587     1 158128   0.0 S    /Applications/Kiro CLI.app/Contents/MacOS/kiro_cli_desktop
 2588     1 369808   0.0 S    /Applications/JetBrains Toolbox.app/Contents/MacOS/jetbrains-toolbox
 2592     1   8720   0.0 Ss   /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 2597     1  61696   0.0 S    /Applications/Canon Utilities/EOS Utility/EOS Utility.app/Contents/MacOS/EOS Utility
 2598     1  37600   0.0 Ss   /usr/libexec/diskimagesiod
 2605     1  14560   0.0 S    /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 2607     1 161568   0.2 S    /Applications/Plex Media Server.app/Contents/MacOS/Plex Media Server
 2610   773 160528   0.0 S    Cursor Helper: shared-process
 2611     1 244720   0.0 S    /Applications/OneDrive.app/Contents/MacOS/OneDrive
 2612   773 8546560 165.2 R    /Applications/Cursor.app/Contents/Frameworks/Cursor Helper (Renderer).app/Contents/MacOS/Cursor Helper (Renderer)
 2617     1  82608   0.0 S    /Applications/Parallels Toolbox.app/Contents/MacOS/Parallels Toolbox
 2629     1  30784   0.0 S    /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
 2647     1 202656   0.0 S    /Applications/1Password.app/Contents/MacOS/1Password
 2658     1  84320   0.0 S    /Applications/extFS for Mac.app/Contents/Resources/FSMenuApp.app/Contents/MacOS/FSMenuApp
 2659     1   5440   0.0 S    /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/SimLaunchHost.arm64.xpc/Contents/MacOS/SimLaunchHost.arm64
 2663     1  24768   0.0 S    /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/SimulatorTrampoline.xpc/Contents/MacOS/SimulatorTrampoline
 2672     1  25264   0.0 Ss   /usr/libexec/fairplaydeviceidentityd
 2673     1  84144   0.0 S    /Applications/NTFS for Mac.app/Contents/Resources/FSMenuApp.app/Contents/MacOS/FSMenuApp
 2675     1 162032   0.0 S    /Applications/Grammarly Desktop.app/Contents/MacOS/Grammarly Desktop
 2680     1  30640   0.0 S    /Applications/Google Drive.app/Contents/MacOS/Google Drive
 2688     1 172320   0.0 S    /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/Creative Cloud Content Manager.node
 2689   773  50944   0.0 S    /Applications/Cursor.app/Contents/Frameworks/Cursor Helper.app/Contents/MacOS/Cursor Helper
 2698     1  23472   0.0 Ss   /Library/Application Support/Paragon Software/com.paragon-software.ntfsd
 2702     1   3696   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 2704     1  13216   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 2706     1 269096   0.3 S    /Applications/Dyn Updater.app/Contents/MacOS/dyn_updater
 2709     1  11664   0.0 S    /System/Cryptexes/App/usr/libexec/PasswordBreachAgent
 2714  2647  59120   0.0 S    /Applications/1Password.app/Contents/Frameworks/1Password Helper.app/Contents/MacOS/1Password Helper
 2715     1   3952   0.0 Ss   /System/Library/PrivateFrameworks/FindMyMac.framework/Resources/FindMyMacd
 2717  2647  47584   0.0 S    /Applications/1Password.app/Contents/Frameworks/1Password Helper.app/Contents/MacOS/1Password Helper
 2720   773 123584   0.0 S    Cursor Helper: conversation-search
 2731     1   8592   0.0 S    /usr/libexec/loginitemregisterd
 2734   773  93488   0.0 S    Cursor Helper: fileWatcher [1:empty-window]
 2745  2647  10032   0.0 S    /Applications/1Password.app/Contents/MacOS/1Password-Crash-Handler
 2781     1   8000   0.0 Ss   /System/Library/PrivateFrameworks/SafariFoundation.framework/Versions/A/XPCServices/CredentialProviderExtensionHelper.xpc/Contents/MacOS/CredentialProviderExtensionHelper
 2788     1   5712   0.0 Ss   /System/Library/Frameworks/ImageCaptureCore.framework/Versions/A/XPCServices/mscamerad-xpc.xpc/Contents/MacOS/mscamerad-xpc
 2797     1   9728   0.0 S    /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
 2831   773  98928   0.0 S    Cursor Helper: fileWatcher [1:7169fcc1dc30af78451cf2588583c70a]
 2832   787  31968   0.0 S    /Applications/ChatGPT.app/Contents/Resources/native/bare-modifier-monitor
 2836   787 1325536   0.0 S    /Applications/ChatGPT.app/Contents/Resources/codex
 2858     1  21280   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 2870     1   5568   0.0 Ss   /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
 2873     1  26176   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 2874     1  32416   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 2876     1   4688   0.0 S    /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
 2877     1   5872   0.0 Ss   /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
 2878     1  45024   0.0 S    /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
 2890     1  34448   0.0 S    /Library/Application Support/Adobe/Adobe Desktop Common/IPCBox/AdobeIPCBroker.app/Contents/MacOS/AdobeIPCBroker
 2892     1  18880   0.0 S    /System/Library/PrivateFrameworks/OnDeviceStorage.framework/Support/amsondevicestoraged
 2910     1  13152   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 2916     1   9264   0.0 Ss   /System/Library/PrivateFrameworks/InstallCoordination.framework/Support/installcoordinationd
 2917     1  38272   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 2918     1  10416   0.0 Ss   /System/Library/PrivateFrameworks/IDSBlastDoorSupport.framework/Versions/A/XPCServices/IDSBlastDoorService.xpc/Contents/MacOS/IDSBlastDoorService
 2920     1  24064   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 2921     1 150784   0.0 Ss   /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 2925     1   5760   0.0 Ss   /System/Library/PrivateFrameworks/MobileInstallation.framework/XPCServices/com.apple.MobileInstallationHelperService.xpc/Contents/MacOS/com.apple.MobileInstallationHelperService
 2926     1   7824   0.0 S    /Applications/Google Drive.app/Contents/MacOS/crashpad_handler
 2932  2680 159648   0.0 S    /Applications/Google Drive.app/Contents/MacOS/Google Drive
 2933     1   7696   0.0 Ss   /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Versions/A/XPCServices/com.apple.AppStoreDaemon.StorePrivilegedODRService.xpc/Contents/MacOS/com.apple.AppStoreDaemon.StorePrivilegedODRService
 2935  2607  54896   0.0 SN   Plex Plug-in [com.plexapp.system]
 2940     1  38016   0.0 Ss   /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
 2962     1   3680   0.0 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 2965   773 162672   0.0 S    Cursor Helper: mcp-process
 2982   787 439088   0.0 S    /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.76/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
 2983   787 615040   0.0 S    /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.76/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
 3018     1   5760   0.0 S    /usr/sbin/distnoted
 3128     1  13248   0.0 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 3129   817  31392   0.0 S    /Applications/1Password.app/Contents/Library/LoginItems/1Password Browser Helper.app/Contents/MacOS/1Password-BrowserSupport
 3146  2579 129568   0.0 S    /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Creative Cloud UI Helper (GPU).app/Contents/MacOS/Creative Cloud UI Helper (GPU)
 3147   773 456912   0.1 S    Cursor Helper (Plugin): extension-host Agents Window [1-1]
